ID,GrabTime,PosTime,errorRate,WrongSelectedRate,Sucessful,Snapping
1,19188,5804,0,-1,1,0
1,14175,0,1,-1,0,0
1,11136,8791,0,-1,1,0
1,7744,4499,0,-1,1,0
1,12398,7036,0,-1,1,0
