ID,GrabTime,PosTime,errorRate,WrongSelectedRate,Sucessful,Snapping
<<<<<<< HEAD
5,0,0,-1,0,0,0
=======
1,8881,8489,0,0,1,0
2,3905,3633,0,0,1,0
3,4119,2477,0,0,1,0
3,4119,2477,0,0,1,0
4,2976,10108,0,0,1,0
5,20385,3213,0,0,1,0
>>>>>>> f7760a13fb0ac728b58911a9a38c475aeee01c17
