ID,  time Touch Grab, time Proxmitiy, time Wand Grab, time Raycast, time Extend Ray , Sucessful Method
1,0,11304,0,0,0,1
1,0,0,0,0,0,-1
1,0,0,0,0,0,-1
1,0,0,0,0,0,-1
1,0,0,0,6196,0,3
